gen,lokalizacja,w_jadrze,otoczka,tylko_jadro,tez_poza,dopasowanie,uniprot_gen,n_komorek_wykryty,pct_komorek,srednia_cp10k_all,mean_Aldoc_plus,mean_Aldoc_minus,log2FC_plus_vs_minus,marker_dla,marker_logFC,marker_padj,marker_score,mean_Aldoc_1,mean_Aldoc_2,mean_Aldoc_3,mean_Aldoc_4,mean_Aldoc_5,mean_Aldoc_6,mean_Aldoc_7,mean_Anti_Aldoc_1,mean_Anti_Aldoc_2,pct_Aldoc_1,pct_Aldoc_2,pct_Aldoc_3,pct_Aldoc_4,pct_Aldoc_5,pct_Aldoc_6,pct_Aldoc_7,pct_Anti_Aldoc_1,pct_Anti_Aldoc_2,loc_txt,loc_pelny,topologia
Clic1,otoczka,True,True,False,True,nazwa,Clic1,577,3.47,0.014,0.015,0.012,0.184,,,,,0.016,0.007,0.012,0.016,0.015,0.024,0.015,0.008,0.015,2.73,2.67,3.16,4.22,3.62,4.84,3.12,1.64,3.89,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O00299}. Nucleus membrane {ECO:0000250|UniProtKB:O00299}; Single-pass membrane protein {ECO:0000250|UniProtKB:O00299}. Cytoplasm {ECO:0000250|UniProtKB:O00299}. Cell membrane {ECO:0000250|UniProtKB:O00299}; Single-pass membrane protein {ECO:0000250|UniProtKB:O00299}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q6MG61}. Note=Mostly in the nucleu,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O00299}. Nucleus membrane {ECO:0000250|UniProtKB:O00299}; Single-pass membrane protein {ECO:0000250|UniProtKB:O00299}. Cytoplasm {ECO:0000250|UniProtKB:O00299}. Cell membrane {ECO:0000250|UniProtKB:O00299}; Single-pass membrane protein {ECO:0000250|UniProtKB:O00299}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q6MG61}. Note=Mostly in the nucleus including in the nuclear membrane. Small amount in the cytoplasm and the plasma membrane. Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (By similarity). Might not be present in the nucleus of cardiac cells (By similarity). {ECO:0000250|UniProtKB:O00299, ECO:0000250|UniProtKB:Q6MG61}.",NIEOKRESLONY
Nrm,otoczka,True,True,True,False,nazwa,Nrm,305,1.83,0.007,0.007,0.006,0.087,,,,,0.006,0.006,0.007,0.009,0.005,0.01,0.005,0.004,0.007,1.77,2.67,1.96,1.89,1.39,2.61,0.92,1.11,2.13,SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:28600179}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8IXM6}.,SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:28600179}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8IXM6}.,INM_niedostepny
Abcf1,otoczka,True,True,False,True,nazwa,Abcf1,8023,48.23,0.278,0.298,0.281,0.082,,,,,0.293,0.411,0.265,0.28,0.278,0.289,0.273,0.285,0.277,45.66,69.33,49.62,50.22,45.17,51.56,41.36,42.83,50.17,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus envelope {ECO:0000250|UniProtKB:Q8NE71}.","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus envelope {ECO:0000250|UniProtKB:Q8NE71}.",NIEOKRESLONY
Vapa,otoczka,True,True,False,True,nazwa,Vapa,14499,87.16,1.102,1.123,1.065,0.076,,,,,0.938,1.369,1.071,1.119,1.126,1.238,0.998,0.975,1.154,80.87,94.67,88.79,89.07,84.32,89.87,79.41,80.88,90.43,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10655491}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q9P0L0}. Cell membrane {ECO:0000250|UniProtKB:Q9P0L0}; Single-pass type IV membrane protein {ECO:0000305}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9P0L0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9Z270}. Note=Present in the plasma membrane an","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10655491}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q9P0L0}. Cell membrane {ECO:0000250|UniProtKB:Q9P0L0}; Single-pass type IV membrane protein {ECO:0000305}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9P0L0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9Z270}. Note=Present in the plasma membrane and in intracellular vesicles, together with SNARE proteins. May also associate with the cytoskeleton. Colocalizes with OCLN at the tight junction in polarized epithelial cells. {ECO:0000250|UniProtKB:Q9P0L0}.",NIEOKRESLONY
Spast,otoczka,True,True,False,True,nazwa,Spast,10032,60.31,0.413,0.411,0.418,-0.024,,,,,0.467,0.369,0.405,0.446,0.392,0.393,0.405,0.416,0.419,58.68,69.33,62.51,65.09,56.66,60.93,51.29,53.4,62.79,"SUBCELLULAR LOCATION: Membrane {ECO:0000255|HAMAP-Rule:MF_03021}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03021}. Endoplasmic reticulum {ECO:0000255|HAMAP-Rule:MF_03021}. Midbody {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, cytoskeleton {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm,","SUBCELLULAR LOCATION: Membrane {ECO:0000255|HAMAP-Rule:MF_03021}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03021}. Endoplasmic reticulum {ECO:0000255|HAMAP-Rule:MF_03021}. Midbody {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, cytoskeleton {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, perinuclear region {ECO:0000255|HAMAP-Rule:MF_03021}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm, cytoskeleton, spindle {ECO:0000255|HAMAP-Rule:MF_03021}. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03021}. Cell projection, axon {ECO:0000250|UniProtKB:Q9UBP0}. Note=Forms an intramembrane hairpin-like structure in the membrane. Localization to the centrosome is independent of microtubules. Localizes to the midbody of dividing cells, and this requires CHMP1B (By similarity). Enriched in the distal axons and branches of postmitotic neurons (By similarity). Evenly distributed along early axons and concentrates in the growth cone of the axons of late stage 3 neurons (PubMed:18234839). Mainly nuclear in interphase cells and becomes associated with the centrosomes, spindle microtubules, midzone and finally the midbody during cell division (By similarity). {ECO:0000250|UniProtKB:Q9UBP0, ECO:0000255|HAMAP-Rule:MF_03021, ECO:0000269|PubMed:18234839}.; SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9UBP0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9UBP0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9UBP0}. Lipid droplet {ECO:0000250|UniProtKB:Q9UBP0}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9UBP0}. Endosome {ECO:0000250|UniProtKB:Q9UBP0}. Note=Forms an intramembrane hairpin-like structure in the membrane. Recruited to nuclear membrane by IST1 during late anaphase. Localizes to endoplasmic reticulum tubular network. {ECO:0000250|UniProtKB:Q9UBP0}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000250|UniProtKB:Q9UBP0}. Endosome {ECO:0000250|UniProtKB:Q9UBP0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9UBP0}. Note=Constitutes the main endosomal form. Recruited to nuclear membrane by IST1 during late anaphase. {ECO:0000250|UniProtKB:Q9UBP0}.",NIEOKRESLONY
Lrpprc,otoczka,True,True,False,True,nazwa,Lrpprc,12635,75.96,0.657,0.656,0.696,-0.084,,,,,0.644,0.731,0.625,0.669,0.643,0.636,0.647,0.731,0.66,70.9,84.0,77.41,78.47,73.01,75.65,69.12,72.33,78.65,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Nucleus {ECO:0000269|PubMed:12071956}. Nucleus, nucleoplasm {ECO:0000250}. Nucleus inner membrane {ECO:0000250}. Nucleus outer membrane {ECO:0000250}.","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Nucleus {ECO:0000269|PubMed:12071956}. Nucleus, nucleoplasm {ECO:0000250}. Nucleus inner membrane {ECO:0000250}. Nucleus outer membrane {ECO:0000250}.",ONM+INM_mieszany
Lmnb1,otoczka,True,True,True,False,nazwa,Lmnb1,4917,29.56,0.144,0.142,0.142,0.0,,,,,0.183,0.103,0.145,0.141,0.136,0.155,0.134,0.138,0.146,30.55,29.33,31.4,29.91,26.85,32.95,23.16,24.34,31.31,"SUBCELLULAR LOCATION: Nucleus lamina {ECO:0000269|PubMed:28241138, ECO:0000269|PubMed:39868537}. Note=Expressed in the posterior part of the nucleus during steps 9 to 12 of spermiogenesis, expression became more localized to the implantation fossa between steps 13 to 16 (PubMed:38870534). Expressed at the neck region in mature sperm (PubMed:38870534). {ECO:0000269|PubMed:38870534}.","SUBCELLULAR LOCATION: Nucleus lamina {ECO:0000269|PubMed:28241138, ECO:0000269|PubMed:39868537}. Note=Expressed in the posterior part of the nucleus during steps 9 to 12 of spermiogenesis, expression became more localized to the implantation fossa between steps 13 to 16 (PubMed:38870534). Expressed at the neck region in mature sperm (PubMed:38870534). {ECO:0000269|PubMed:38870534}.",INM_niedostepny
Iigp1,otoczka,True,True,False,True,nazwa,Iigp1,10,0.06,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.04,0.06,0.0,0.0,0.07,"SUBCELLULAR LOCATION: Cytoplasm. Nucleus membrane; Peripheral membrane protein. Endoplasmic reticulum membrane; Peripheral membrane protein. Golgi apparatus, Golgi stack membrane; Peripheral membrane protein. Parasitophorous vacuole membrane. Note=Localizes to the bacterial inclusions formed following C.trachomatis infection. Accumulates in a GTP-bound form on the parasitophorous vacuole membranes","SUBCELLULAR LOCATION: Cytoplasm. Nucleus membrane; Peripheral membrane protein. Endoplasmic reticulum membrane; Peripheral membrane protein. Golgi apparatus, Golgi stack membrane; Peripheral membrane protein. Parasitophorous vacuole membrane. Note=Localizes to the bacterial inclusions formed following C.trachomatis infection. Accumulates in a GTP-bound form on the parasitophorous vacuole membranes formed following T.gondii infection but exists in a GDP-bound form in uninfected cells.; SUBCELLULAR LOCATION: Parasitophorous vacuole membrane; Peripheral membrane protein {ECO:0000269|PubMed:24324375, ECO:0000269|PubMed:24390541}. Note=(Microbial infection).",NIEOKRESLONY
Seh1l,otoczka,True,True,False,True,nazwa,Seh1l,3658,21.99,0.1,0.102,0.096,0.079,,,,,0.151,0.071,0.092,0.107,0.099,0.113,0.084,0.094,0.097,23.15,25.33,21.89,24.47,21.22,26.07,15.07,17.48,22.8,"SUBCELLULAR LOCATION: Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q96EE3}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q96EE3}. Lysosome membrane {ECO:0000250|UniProtKB:Q96EE3}.","SUBCELLULAR LOCATION: Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q96EE3}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q96EE3}. Lysosome membrane {ECO:0000250|UniProtKB:Q96EE3}.",POR_niepewny
Banf1,otoczka,True,True,False,True,nazwa,Banf1,1877,11.28,0.048,0.059,0.042,0.408,,,,,0.037,0.1,0.052,0.05,0.052,0.055,0.065,0.04,0.043,8.04,22.67,12.27,12.82,11.57,13.0,11.03,7.73,11.05,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O75531}. Chromosome {ECO:0000250|UniProtKB:O75531}. Nucleus envelope {ECO:0000250|UniProtKB:O75531}. Cytoplasm {ECO:0000250|UniProtKB:O75531}. Note=Significantly enriched at the nuclear inner membrane, diffusely throughout the nucleus during interphase and concentrated at the chromosomes during the M-phase. The phosphorylated form (by VRK1) show","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O75531}. Chromosome {ECO:0000250|UniProtKB:O75531}. Nucleus envelope {ECO:0000250|UniProtKB:O75531}. Cytoplasm {ECO:0000250|UniProtKB:O75531}. Note=Significantly enriched at the nuclear inner membrane, diffusely throughout the nucleus during interphase and concentrated at the chromosomes during the M-phase. The phosphorylated form (by VRK1) shows a cytoplasmic localization whereas the unphosphorylated form locates almost exclusively in the nucleus. May be included in HIV-1 virions via its interaction with viral GAG polyprotein. {ECO:0000250|UniProtKB:O75531}.",NIEOKRESLONY
Pla2g16,otoczka,True,True,False,True,synonim,Plaat3,704,4.23,0.017,0.017,0.017,0.0,,,,,0.013,0.027,0.018,0.019,0.016,0.017,0.008,0.017,0.017,2.89,8.0,4.86,4.88,3.8,4.02,1.84,3.77,4.4,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P53817}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:18614531, ECO:0000269|PubMed:33854238}. Cytoplasm, cytosol {ECO:0000269|PubMed:33854238}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:18614531}. Peroxisome membrane {ECO:0000269|PubMed:22134920}; Single-pass membrane protein {ECO:0000305}. Mitochondrio","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P53817}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:18614531, ECO:0000269|PubMed:33854238}. Cytoplasm, cytosol {ECO:0000269|PubMed:33854238}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:18614531}. Peroxisome membrane {ECO:0000269|PubMed:22134920}; Single-pass membrane protein {ECO:0000305}. Mitochondrion membrane {ECO:0000269|PubMed:33854238}; Single-pass membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:33854238}. Lysosome membrane {ECO:0000269|PubMed:33854238}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:33854238}; Single-pass membrane protein {ECO:0000305}. Note=During eye lens differentiation, recruited from the cytosol to various organelles, including mitochondria, endoplasmic reticulum, nuclear envelope and lysosomes, immediately before organelle degradation. This translocation is triggered by organelle membrane damage and requires the C-terminal transmembrane domain. {ECO:0000269|PubMed:33854238}.",NIEOKRESLONY
Nxf1,otoczka,True,True,False,True,nazwa,Nxf1,7336,44.1,0.247,0.257,0.241,0.089,,,,,0.289,0.234,0.242,0.256,0.25,0.235,0.295,0.241,0.241,44.53,48.0,45.35,46.56,42.14,45.51,44.3,37.04,45.87,"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus speckle {ECO:0000250|UniProtKB:Q9UBU9}. Cytoplasm {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus envelope {ECO:0000250|UniProtKB:Q9UBU9}. Cytoplasm, Stress granule {ECO:0000250|UniProtKB:Q9UBU9}. Note=Localized predominantly in the nucleoplasm and at both the nu","SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus speckle {ECO:0000250|UniProtKB:Q9UBU9}. Cytoplasm {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9UBU9}. Nucleus envelope {ECO:0000250|UniProtKB:Q9UBU9}. Cytoplasm, Stress granule {ECO:0000250|UniProtKB:Q9UBU9}. Note=Localized predominantly in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex. Shuttles between the nucleus and the cytoplasm. Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA. The association with the TREX complex seems to occur in regions surrounding nuclear speckles known as perispeckles. Nucleus; nuclear rim. {ECO:0000250|UniProtKB:Q9UBU9}.",POR_niepewny
Ints5,otoczka,True,True,False,True,nazwa,Ints5,1053,6.33,0.027,0.027,0.026,0.04,,,,,0.022,0.021,0.027,0.022,0.035,0.031,0.029,0.027,0.024,4.98,6.67,6.82,5.88,7.1,6.31,6.25,5.31,6.41,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q6P9B9}. Cytoplasm {ECO:0000250|UniProtKB:Q6P9B9}. Nucleus membrane {ECO:0000250|UniProtKB:Q6P9B9}; Multi-pass membrane protein {ECO:0000255}.,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q6P9B9}. Cytoplasm {ECO:0000250|UniProtKB:Q6P9B9}. Nucleus membrane {ECO:0000250|UniProtKB:Q6P9B9}; Multi-pass membrane protein {ECO:0000255}.,NIEOKRESLONY
Tmem109,otoczka,True,True,False,True,nazwa,Tmem109,1137,6.84,0.029,0.034,0.022,0.459,,,,,0.047,0.036,0.032,0.031,0.032,0.031,0.032,0.021,0.024,9.49,9.33,8.05,7.55,7.24,7.14,7.35,3.91,6.09,SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}. Sarcoplasmic reticulum membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}.,SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}. Sarcoplasmic reticulum membrane {ECO:0000250|UniProtKB:O77751}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O77751}.,ONM_dostepny
Gnaq,otoczka,True,True,False,True,nazwa,Gnaq,16480,99.07,4.604,4.94,3.852,0.358,,,,,6.244,3.778,5.044,5.172,4.457,5.309,4.577,3.686,4.019,99.84,98.67,99.38,99.11,98.35,99.36,98.16,98.99,99.13,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19001095}; Peripheral membrane protein {ECO:0000269|PubMed:19001095}; Cytoplasmic side {ECO:0000269|PubMed:19001095}. Golgi apparatus {ECO:0000250|UniProtKB:P50148}. Nucleus {ECO:0000269|PubMed:18802028}. Nucleus membrane {ECO:0000269|PubMed:18802028}. Note=Associated to the plasma membrane via lipid-anchor (By similarity). Colocalizes with t,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19001095}; Peripheral membrane protein {ECO:0000269|PubMed:19001095}; Cytoplasmic side {ECO:0000269|PubMed:19001095}. Golgi apparatus {ECO:0000250|UniProtKB:P50148}. Nucleus {ECO:0000269|PubMed:18802028}. Nucleus membrane {ECO:0000269|PubMed:18802028}. Note=Associated to the plasma membrane via lipid-anchor (By similarity). Colocalizes with the adrenergic receptors ADRA1A and ADRA1B at the nuclear membrane of cardiac myocytes (PubMed:18802028). {ECO:0000250|UniProtKB:P50148, ECO:0000269|PubMed:18802028}.",ONM_dostepny
Plpp6,otoczka,True,True,False,True,nazwa,Plpp6,5738,34.5,0.175,0.187,0.145,0.346,,,,,0.104,0.244,0.184,0.189,0.197,0.214,0.178,0.116,0.174,19.61,53.33,37.94,38.96,35.17,40.6,31.8,20.71,36.05,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8IY26}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8IY26}. Nucleus envelope {ECO:0000250|UniProtKB:Q8IY26}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q8IY26}.,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8IY26}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8IY26}. Nucleus envelope {ECO:0000250|UniProtKB:Q8IY26}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q8IY26}.,INM_niedostepny
Myof,otoczka,True,True,False,True,nazwa,Myof,117,0.7,0.003,0.003,0.003,0.0,,,,,0.002,0.0,0.003,0.004,0.002,0.002,0.006,0.002,0.004,0.32,0.0,0.62,1.0,0.63,0.51,1.1,0.48,0.89,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16280346, ECO:0000269|PubMed:17702744}; Single-pass type IV membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000250|UniProtKB:Q9NZM1}; Single-pass type IV membrane protein {ECO:0000305}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9NZM1}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000250|Un","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16280346, ECO:0000269|PubMed:17702744}; Single-pass type IV membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000250|UniProtKB:Q9NZM1}; Single-pass type IV membrane protein {ECO:0000305}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9NZM1}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000250|UniProtKB:Q9NZM1}; Single-pass type IV membrane protein {ECO:0000305}. Note=Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures (By similarity). Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels. {ECO:0000250|UniProtKB:Q9NZM1, ECO:0000269|PubMed:16280346, ECO:0000269|PubMed:17702744}.",NIEOKRESLONY
Rrp12,otoczka,True,True,True,False,nazwa,Rrp12,3957,23.79,0.108,0.111,0.11,0.012,,,,,0.091,0.146,0.107,0.108,0.105,0.12,0.103,0.111,0.108,16.72,36.0,24.83,25.31,22.25,26.64,19.67,20.28,25.12,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q5JTH9}. Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q5JTH9}. Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.",NIEOKRESLONY
Fam209,otoczka,True,True,True,False,nazwa,Fam209,2,0.01,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:34471926}; Single-pass type I membrane protein {ECO:0000255}.,SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:34471926}; Single-pass type I membrane protein {ECO:0000255}.,INM_niedostepny
Ptgs2,otoczka,True,True,False,True,nazwa,Ptgs2,2,0.01,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,SUBCELLULAR LOCATION: Microsome membrane {ECO:0000269|PubMed:9545330}; Peripheral membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:9545330}; Peripheral membrane protein. Nucleus inner membrane {ECO:0000305|PubMed:9545330}; Peripheral membrane protein. Nucleus outer membrane {ECO:0000305|PubMed:9545330}; Peripheral membrane protein. Note=Detected on the lumenal side of the endop,SUBCELLULAR LOCATION: Microsome membrane {ECO:0000269|PubMed:9545330}; Peripheral membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:9545330}; Peripheral membrane protein. Nucleus inner membrane {ECO:0000305|PubMed:9545330}; Peripheral membrane protein. Nucleus outer membrane {ECO:0000305|PubMed:9545330}; Peripheral membrane protein. Note=Detected on the lumenal side of the endoplasmic reticulum and nuclear envelope. {ECO:0000250|UniProtKB:P35354}.,ONM+INM_mieszany
